Guess,43.263169540496655,-2.936089919931067
G-star,43.26281,-2.93554
Parfois,43.26213750264495,-2.9325600650433477
Napapijri,43.26310839925463,-2.930739653823539
Brownie,43.26205,-2.93784
Coquette,43.26170,-2.93443
Insphyria,43.26272,-2.94590
Nafnaf,43.26133,-2.92857
Phuket,43.26196,-2.93865
